label,label_awal,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
neutral,neutral,Fri Sep 22 05:50:17 +0000 2023,1705097163917885443,"Selain peresmian nama resmi KCJB, pemerintah juga tengah melakukan sayembara pemilihan logo Whoosh yang saat ini sudah terpilih 3 logo berbeda. Sama seperti pemilihan logo IKN, masyarakat juga bisa memilih logo yang akan diunggah melalui laman resmi https://t.co/a9YUM9eqO8",0,1,0,4,in,64924675,1705097155487350917,smartfrenworld,https://twitter.com/smartfrenworld/status/1705097163917885443
positive,positive,Fri Sep 22 05:29:29 +0000 2023,1705091927040016428,Jokowi di IKN. Semoga pembangunan IKN dapat berjalan lancar dan memberikan manfaat bagi masyarakat Indonesia. 🌞🇮🇩 #IKN #PembangunanIbuKotaNusantara,0,0,0,0,in,1685867556970852352,1705091927040016428,MirnaaSariii,https://twitter.com/MirnaaSariii/status/1705091927040016428
positive,positive,Fri Sep 22 05:26:17 +0000 2023,1705091124090806496,Januari 2022. Semoga pembangunan IKN berjalan lancar dan memberikan manfaat yang besar bagi masyarakat Indonesia. 🌄👷‍♂️🇮🇩 #IKN #PresidenJokowi,0,0,0,0,in,1688382815203958784,1705091124090806496,devanoriski3,https://twitter.com/devanoriski3/status/1705091124090806496
positive,positive,Fri Sep 22 05:16:51 +0000 2023,1705088747380076730,"@cimotyy kereeen inilah yang selama ini diidam-idamkan masyarakat pecinta sepak bola di tanah air, sebuah training center yang akan menunjang prestasi timnas. alhamdulillah akhirnya #TCBolaDibangun di IKN, semoga dunia sepak bola kita semakin membaik kedepannya.",0,0,0,0,in,1671165087154044930,1705082013500490082,Dany72797825193,https://twitter.com/Dany72797825193/status/1705088747380076730
negative,negative,Fri Sep 22 05:11:18 +0000 2023,1705087352912375929,@jokowi Seandainya dana pembangunan ikn di gunakan untuk subsidi bbm subsidi buku dan menaikan gaji guru betapa bergunanya uang itu untuk masyarakat,0,0,0,0,in,1588197111773810688,1704855340540744067,alfatihputra7,https://twitter.com/alfatihputra7/status/1705087352912375929
positive,positive,Fri Sep 22 05:03:06 +0000 2023,1705085287037313095,"@cimotyy alhamdulilah.. semoga niat baik akan membawa hal yang baik. manfaat training center di IKN ini tidak cuma dirasakan oleh pemain, tetapi juga seluruh masyarakat indonesia sebagai pendukung  #TCBolaDibangun",0,0,0,0,in,1442050045826637829,1705082013500490082,bluuee_19,https://twitter.com/bluuee_19/status/1705085287037313095
positive,positive,Fri Sep 22 04:45:01 +0000 2023,1705080739849711750,"dengan semangat yang penuh! Semoga kunjungan kerja ini dapat membawa kemajuan yang positif bagi IKN dan juga masyarakat Indonesia. Teruslah berusaha dan berinovasi, karena masa depan kita ada di tangan kita sendiri! 💪🇮🇩 #IKN #KemajuanNegara",0,0,0,0,in,1675031723023929344,1705080739849711750,kaniaprnwti,https://twitter.com/kaniaprnwti/status/1705080739849711750
neutral,neutral,Fri Sep 22 04:32:38 +0000 2023,1705077622269763587,langsung perkembangan proyek tersebut. Beliau menyampaikan bahwa pembangunan IKN merupakan salah satu langkah strategis untuk mempercepat pertumbuhan ekonomi dan meningkatkan kesejahteraan masyarakat. Semoga proyek ini dapat berjalan,0,0,0,0,in,1678333241340854272,1705077622269763587,ekaningtyas_,https://twitter.com/ekaningtyas_/status/1705077622269763587
positive,positive,Fri Sep 22 03:52:42 +0000 2023,1705067573921157575,"@AdjieDarma10 @jokowi Seperti selama ini yg dibangun jokowi berguna utk masyarakat, saya mendoakan ikn sukses dilanjutkan oleh pemimpin berikutnya",0,0,0,0,in,991667382102904832,1704855340540744067,bobexlbud,https://twitter.com/bobexlbud/status/1705067573921157575
negative,negative,Fri Sep 22 03:30:58 +0000 2023,1705062101914653015,"Proyek IKN itu puncak komedi dari konsolidasi para super elite penguasa x pengusaha yg lapar lahan yg didorong fantasi atas masyarakat yg teratur dan patuh (gate community), berapapun ongkosnya demi mewujudkan distopia tsb.    https://t.co/YFTjjW60Zg",7,11,165,411,in,98590981,1705062101914653015,fahrisalam,https://twitter.com/fahrisalam/status/1705062101914653015
negative,negative,Fri Sep 22 03:23:22 +0000 2023,1705060188359921775,Miris lihat gbr 2 😟 itu hutan makin habis aja lama2 generasi kedepan gmn 🙄 blum lg hrsnya itu lahan jd penghidupan masyarakat lokal yg sdh d usir gegara ikn ikn apa tahu dah. Ikan lo smua !!,0,0,0,0,in,36370869,1705060188359921775,gramscinobbie,https://twitter.com/gramscinobbie/status/1705060188359921775
positive,positive,Fri Sep 22 02:41:15 +0000 2023,1705049589873836370,@youthful_mediaa IKN dapat menjadi platform yang memungkinkan kolaborasi antara pemerintah swasta dan masyarakat sipil dalam memajukan bangsa Indonesia. #IKNNusantara,0,0,0,0,in,1500653737697628160,1704850151117078590,01k67580699,https://twitter.com/01k67580699/status/1705049589873836370
positive,positive,Fri Sep 22 02:36:28 +0000 2023,1705048385756205462,@youthful_mediaa Pastinya dgn adanya IKN Nusantara akan timbulkan dampak positif bagi masyarakat skitar #IKNNusantara,0,0,0,0,in,1512332050753220609,1704850151117078590,bingobravoo,https://twitter.com/bingobravoo/status/1705048385756205462
positive,positive,Fri Sep 22 02:28:57 +0000 2023,1705046495152718241,@youthful_mediaa IKN dapat menjadi wadah bagi masyarakat Indonesia untuk mengembangkan potensi dan kemampuan diri serta berkontribusi dalam pembanguna,0,0,0,0,in,1590579229325815808,1704850151117078590,sudrajatmp,https://twitter.com/sudrajatmp/status/1705046495152718241
neutral,neutral,Fri Sep 22 02:01:00 +0000 2023,1705039460130578572,Pelatihan berbasis kompetensi Kemnaker tingkatkan pendapatan masyarakat sekitar IKN #IKN #IKNNusantara #Nusantara #IbuKotaNegara https://t.co/YI4LcbJi3X,0,0,0,1,in,2428119228,1705039460130578572,kellytiemikino,https://twitter.com/kellytiemikino/status/1705039460130578572
positive,positive,Fri Sep 22 01:47:58 +0000 2023,1705036180662972799,proses pembangunan dengan penuh antusias. Semoga pembangunan IKN dapat berjalan lancar dan memberikan manfaat yang besar bagi masyarakat Indonesia. #PresidenJokowi #PembangunanIKN 💪🇮🇩,0,0,0,0,in,1.67865E+18,1705036180662972799,dewianjarwatii1,https://twitter.com/dewianjarwatii1/status/1705036180662972799
neutral,neutral,Fri Sep 22 01:44:07 +0000 2023,1705035211938160880,"infrastruktur di IKN Nusantara. Selain itu, Jokowi juga akan bertemu dengan para pejabat daerah dan masyarakat setempat untuk mendengarkan aspirasi dan memperoleh masukan terkait pembangunan di wilayah tersebut. #PresidenJokowi #Infrastruktur #PembangunanNasional",0,0,0,0,in,1675328434875277312,1705035211938160880,bambangsug3,https://twitter.com/bambangsug3/status/1705035211938160880
neutral,neutral,Fri Sep 22 01:43:28 +0000 2023,1705035048549007869,"@SWEETAL154 Semoga hal yg ga masuk akal di IKN cepat berakhir.  Dengan mendapatkan presiden yg amanah dg perjuangan bangsa .  Mewujudkan masyarakat adil dan makmur berdasarkan Pancasila """"",0,1,2,4,in,1395632607807692801,1704853201693073518,SotaSoma01,https://twitter.com/SotaSoma01/status/1705035048549007869
negative,negative,Fri Sep 22 00:54:42 +0000 2023,1705022776715911401,@CNNIndonesia Subsidi masyarakat lebih berfaedah daripada IKN dan Kendaraan Listrik,0,0,0,1,in,1131156742102872065,1704872971108806855,KrismonAdji,https://twitter.com/KrismonAdji/status/1705022776715911401
neutral,neutral,Fri Sep 22 00:47:48 +0000 2023,1705021042094489901,"@jokowi Semoga Allah selalu melindungi dan memberkahi Bapak Presidenku. Usul Bapak, orang Papua Asli di kirim ke Jawa... Yang di Jakarta di kirim ke IKN buat pertukaran masyarakat. Agar kita semakin menjiwai prinsip BHINEKA TUNGGAL IKA.",0,0,0,0,in,48148944,1704855340540744067,Tutut_Darputro,https://twitter.com/Tutut_Darputro/status/1705021042094489901
negative,negative,Thu Sep 21 16:18:58 +0000 2023,1704892988940222481,Sepak Bola itu kultur budaya dgn akar yg menguat di masyarakat   Kalau hanya pindah ke IKN lalu berharaf Raja Asia   Kenapa tdk pindah ke Milan saja,0,1,0,3,in,1138988249358196736,1704892988940222481,keepithink_crab,https://twitter.com/keepithink_crab/status/1704892988940222481
neutral,neutral,Thu Sep 21 13:41:44 +0000 2023,1704853418823872908,Bendungan Sepaku Semoi akan memiliki kapasitas 2.000 liter per detik untuk memasok kebutuhan IKN dan 500 liter per detik yang dialokasikan untuk masyarakat Balikpapan. #Nusantara #AdadiKompas    https://t.co/XKVK228naF,0,0,0,0,in,255866913,1704853418823872908,hariankompas,https://twitter.com/hariankompas/status/1704853418823872908
neutral,neutral,Thu Sep 21 13:08:36 +0000 2023,1704845079582761215,Sekda Sampaikan Gagasan Terkait Kolaborasi Pemberdayaan Masyarakat untuk Dukung IKN https://t.co/SBR4Jmgl0i,0,0,0,0,in,1515020418331332610,1704845079582761215,KetapangWarta,https://twitter.com/KetapangWarta/status/1704845079582761215
neutral,neutral,Thu Sep 21 13:02:36 +0000 2023,1704843570757406795,"Seminar PKN Tingkat 1, Sekda Sampaikan  Gagasan Terkait Kolaborasi Pemberdayaan Masyarakat untuk Dukung IKN https://t.co/XO1ptRLpLO",0,0,0,0,in,1334349452,1704843570757406795,Agusketapang,https://twitter.com/Agusketapang/status/1704843570757406795
positive,positive,Thu Sep 21 12:20:34 +0000 2023,1704832991862906964,IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/LVL70qSrgz,0,0,0,0,in,1356621933152899072,1704832971218583844,sushiitr4shh,https://twitter.com/sushiitr4shh/status/1704832991862906964
positive,positive,Thu Sep 21 12:20:33 +0000 2023,1704832987223962024,IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/eg0SBJPqYw,0,1,0,0,in,1356621933152899072,1704832971218583844,sushiitr4shh,https://twitter.com/sushiitr4shh/status/1704832987223962024
positive,positive,Thu Sep 21 12:20:32 +0000 2023,1704832983222583725,IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/FhUc83rCLV,0,1,0,0,in,1356621933152899072,1704832971218583844,sushiitr4shh,https://twitter.com/sushiitr4shh/status/1704832983222583725
positive,positive,Thu Sep 21 12:20:30 +0000 2023,1704832977564540977,IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/st4Z8hLLK6,0,1,0,0,in,1356621933152899072,1704832971218583844,sushiitr4shh,https://twitter.com/sushiitr4shh/status/1704832977564540977
positive,positive ,Thu Sep 21 12:20:29 +0000 2023,1704832971218583844,IKN Nusantara akan menjadi kebanggaan semua masyarakat Indonesia dengan melihat kecanggihan pembangunan berkonsep smart city di IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/mjiREKw19C,0,1,0,0,in,1356621933152899072,1704832971218583844,sushiitr4shh,https://twitter.com/sushiitr4shh/status/1704832971218583844
neutral,neutral,Thu Sep 21 11:31:41 +0000 2023,1704820693265952908,Pemerintah usulkan merevisi UU Ibu Kota Negara. Salah satu revisi soal kejelasan status tanah masyarakat utk dukung investasi.  Apakah revisi dilakukan utk kejelasan status tanah masyrakat atau justru memudahkan investor di IKN?https://t.co/b8ltMjUuoU   #KBRSore #PodcastIndonesia https://t.co/FKuM70lzy7,0,0,1,0,in,124390203,1704820693265952908,beritaKBR,https://twitter.com/beritaKBR/status/1704820693265952908
neutral,neutral,Thu Sep 21 11:30:41 +0000 2023,1704820438810132612,Posisi yang lemah secara hukum memudahkan pemerintah atau Otorita IKN mengusir atau merelokasi masyarakat adat di sana dengan ganti rugi minimal. https://t.co/QrYOKda8wK,0,1,2,4,in,20963426,1704820427045089450,korantempo,https://twitter.com/korantempo/status/1704820438810132612
negative,negative,Thu Sep 21 11:15:18 +0000 2023,1704816570051039533,"@Muhadzami @Muhamma34206542 @tvOneNews Gausah bahas kebutuhan masyarakat, klo subsidi pupuk ditarik tpi subsidi kcic dan motor listrik diadakan, di Jawa lgi banyak yg susah makan dan kemiskinan meningkat, pemerintah malah bangun IKN dan KCIc yg pake Apbn sebagai jaminan, ujung2nya apa? Rakyat lgi dipajakin",0,0,0,0,in,8.1126E+17,1704813389124665630,itsme_dul,https://twitter.com/itsme_dul/status/1704816570051039533
positive,positive ,Thu Sep 21 04:33:03 +0000 2023,1704715340385751429,IKN Nusantara memberikan manfaat untuk masyarakat sekitar #IKN #IKNNusantara #DukungIKN #IKNMendunia https://t.co/YohWj84H4p,0,0,0,0,in,1564445082866323456,1704715340385751429,BertaniKodok,https://twitter.com/BertaniKodok/status/1704715340385751429
negative,negative,Wed Sep 20 13:49:44 +0000 2023,1704493043674481058,"Melalui sambutan ini, IKN berpeluang untuk menyebarluaskan pelbagai maklumat mengenai penyakit dan risiko kanser kepada masyarakat. Orang awam juga turut berpeluang untuk menjalani saringan kesihatan secara percuma, termasuk saringan untuk kanser payudara, kanser paru-paru dan… https://t.co/ourJXiLpzP",0,0,2,7,in,531041640,1704492823624511805,KKMPutrajaya,https://twitter.com/KKMPutrajaya/status/1704493043674481058
neutral,neutral,Wed Sep 20 13:09:01 +0000 2023,1704482797711462483,@korantempo Tugas masyarakat adalah tetap mengkritisi dan mengawal.  Meskipun DPR dan Pemerintah tidak bisa di harapkan.  Karena mereka masih ngotot IKN dilanjutkan demi nama baik Lurah.,0,0,0,1,in,1661642617552261120,1704330592945586471,kangtrivia,https://twitter.com/kangtrivia/status/1704482797711462483
positive,positive ,Wed Sep 20 12:30:33 +0000 2023,1704473119392698584,"@prastow Tapi daya beli masyarakat menurun mas, belanja negara katanya lebih byk di IKN",0,5,1,29,in,406782906,1704469937786589364,EriEffendi,https://twitter.com/EriEffendi/status/1704473119392698584
negative,negative,Wed Sep 20 10:56:00 +0000 2023,1704449324669968575,"Ganjar tegas mengatakan bahwa dalam membangun IKN tidak perlu terburu-buru. Sebab, ada ekosistem yang harus terbangun secara bertahap. Dia pun mendorong agar masyarakat lokal menjadi perhatian bersama.",0,1,0,0,in,118646322,1704449285188960625,Bisniscom,https://twitter.com/Bisniscom/status/1704449324669968575
negative,negative,Wed Sep 20 09:51:06 +0000 2023,1704432990372380890,@jokowi Gak usah sok2an medsosan... Kalau banyak keluhan masyarakat di medsos dicuekin... Segala iklim lah dipikirin. Itu REMPANG jangan dicuekin.  IKN jangan diterusin. Skala prioritasnya diatur ulang.  Ojo Napsumu tok...,0,0,0,1,in,245339588,1703927039127089192,resa_shaman,https://twitter.com/resa_shaman/status/1704432990372380890
neutral,neutral,Wed Sep 20 09:38:15 +0000 2023,1704429755679039761,190 Tahun Tanah IKN Diobral  Revisi UU IKN memberikan celah bagi investor menguasai lahan selama 190 tahun. Pelindungan hak masyarakat adat terabaikan. https://t.co/rlvZDc3PdV,0,2,0,0,in,1593458555264593921,1704429755679039761,HajiBajuri,https://twitter.com/HajiBajuri/status/1704429755679039761
neutral,neutral,Wed Sep 20 08:47:31 +0000 2023,1704416989186589119,"Proses pembangunan IKN Nusantara akan menggunakan fasilitas yang modern. Tidak hanya itu, masyarakat disekitarnya pun juga ikut merasakan keuntungan dari pembangunan IKN. Pemerintah terus berupaya mengundang investor untuk mempercepat pembangunan agar dapat dinikmati masyarakat. https://t.co/4kBngDDztz",0,0,0,0,in,1526414837366276096,1704416989186589119,abimantrana56,https://twitter.com/abimantrana56/status/1704416989186589119
neutral,neutral,Wed Sep 20 08:47:26 +0000 2023,1704416969758589188,"Proses pembangunan IKN Nusantara akan menggunakan fasilitas yang modern. Tidak hanya itu, masyarakat disekitarnya pun juga ikut merasakan keuntungan dari pembangunan IKN. Pemerintah terus berupaya mengundang investor untuk mempercepat pembangunan agar dapat dinikmati masyarakat. https://t.co/n0E6UJxFT3",0,0,0,0,in,1526414837366276096,1704416969758589188,abimantrana56,https://twitter.com/abimantrana56/status/1704416969758589188
neutral,neutral,Wed Sep 20 08:47:21 +0000 2023,1704416949340659890,"Proses pembangunan IKN Nusantara akan menggunakan fasilitas yang modern. Tidak hanya itu, masyarakat disekitarnya pun juga ikut merasakan keuntungan dari pembangunan IKN. Pemerintah terus berupaya mengundang investor untuk mempercepat pembangunan agar dapat dinikmati masyarakat. https://t.co/TP7rhO34s1",0,0,0,0,in,1526414837366276096,1704416949340659890,abimantrana56,https://twitter.com/abimantrana56/status/1704416949340659890
neutral,neutral,Wed Sep 20 08:15:25 +0000 2023,1704408910717923347,"Proses pembangunan IKN Nusantara akan menggunakan fasilitas yang modern. Tidak hanya itu, masyarakat disekitarnya pun juga ikut merasakan keuntungan dari pembangunan IKN. Pemerintah terus berupaya mengundang investor untuk mempercepat pembangunan agar dapat dinikmati masyarakat. https://t.co/T1IgW0vam5",0,0,0,0,in,1069401364067868673,1704408910717923347,PolitikLingkar,https://twitter.com/PolitikLingkar/status/1704408910717923347
neutral,neutral,Wed Sep 20 08:07:41 +0000 2023,1704406964456022120,Jokowi Berterima kasih ke Masyarakat Suku Dayak Yang Telah Dukung IKN https://t.co/YDpJlwuFCI,0,0,0,0,in,1549653544927887360,1704406964456022120,Monalisa131813,https://twitter.com/Monalisa131813/status/1704406964456022120
negative,negative,Wed Sep 20 06:42:33 +0000 2023,1704385541083656450,@korantempo Bkn cuman trabaikan jg min tp trtindas masyarakat stempat..ngak main2 loh 190 thn itu!!!waktu yg cukup lama..@DPR_RI persetujuan atas revisi UU IKN apa sdh kmndapatkan persetujuan dr warga setempat???🤨,0,1,0,6,in,1286557775670042625,1704329795033792678,Fadlipenyair,https://twitter.com/Fadlipenyair/status/1704385541083656450
